project_id,group_id,user_id,task_id,timestamp,start_time,end_time,result
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309462-470405,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309461-470407,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309461-470406,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309461-470405,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309460-470407,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309460-470406,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309460-470405,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309459-470407,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309459-470406,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309459-470405,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309458-470407,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309458-470406,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309458-470405,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309457-470407,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309457-470406,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309457-470405,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309456-470407,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309456-470406,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309456-470405,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309455-470407,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,3
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309455-470406,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309455-470405,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309454-470407,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,3
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309454-470406,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309454-470405,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309453-470407,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,3
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309453-470406,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309453-470405,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,0
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309452-470407,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,3
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309452-470406,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,3
-MiR5RA-m87bPmNwsbFR,g146,NFlvMjIcKwOrui9olixZwlLUNFv2,20-309452-470405,2021-09-08 09:10:22.266,2021-09-08 09:06:14.339,2021-09-08 09:10:22.266,3
-MiR5RA-m87bPmNwsbFR,g117,Sn6Sc9EfiFM6CXo7Qk5L87GaDZF2,20-309471-470377,2021-09-08 08:43:55.532,2021-09-08 08:42:06.63,2021-09-08 08:43:55.532,2
-MiR5RA-m87bPmNwsbFR,g117,Sn6Sc9EfiFM6CXo7Qk5L87GaDZF2,20-309471-470376,2021-09-08 08:43:55.532,2021-09-08 08:42:06.63,2021-09-08 08:43:55.532,1
-MiR5RA-m87bPmNwsbFR,g117,Sn6Sc9EfiFM6CXo7Qk5L87GaDZF2,20-309471-470375,2021-09-08 08:43:55.532,2021-09-08 08:42:06.63,2021-09-08 08:43:55.532,0
-MiR5RA-m87bPmNwsbFR,g117,Sn6Sc9EfiFM6CXo7Qk5L87GaDZF2,20-309470-470377,2021-09-08 08:43:55.532,2021-09-08 08:42:06.63,2021-09-08 08:43:55.532,0
-MiR5RA-m87bPmNwsbFR,g117,Sn6Sc9EfiFM6CXo7Qk5L87GaDZF2,20-309470-470376,2021-09-08 08:43:55.532,2021-09-08 08:42:06.63,2021-09-08 08:43:55.532,1
-MiR5RA-m87bPmNwsbFR,g117,Sn6Sc9EfiFM6CXo7Qk5L87GaDZF2,20-309470-470375,2021-09-08 08:43:55.532,2021-09-08 08:42:06.63,2021-09-08 08:43:55.532,0
-MiR5RA-m87bPmNwsbFR,g117,Sn6Sc9EfiFM6CXo7Qk5L87GaDZF2,20-309469-470377,2021-09-08 08:43:55.532,2021-09-08 08:42:06.63,2021-09-08 08:43:55.532,0
-MiR5RA-m87bPmNwsbFR,g117,Sn6Sc9EfiFM6CXo7Qk5L87GaDZF2,20-309469-470376,2021-09-08 08:43:55.532,2021-09-08 08:42:06.63,2021-09-08 08:43:55.532,0
-MiR5RA-m87bPmNwsbFR,g117,Sn6Sc9EfiFM6CXo7Qk5L87GaDZF2,20-309469-470375,2021-09-08 08:43:55.532,2021-09-08 08:42:06.63,2021-09-08 08:43:55.532,0
-MiR5RA-m87bPmNwsbFR,g117,Sn6Sc9EfiFM6CXo7Qk5L87GaDZF2,20-309468-470377,2021-09-08 08:43:55.532,2021-09-08 08:42:06.63,2021-09-08 08:43:55.532,0
-MiR5RA-m87bPmNwsbFR,g117,Sn6Sc9EfiFM6CXo7Qk5L87GaDZF2,20-309468-470376,2021-09-08 08:43:55.532,2021-09-08 08:42:06.63,2021-09-08 08:43:55.532,1
